timestamp;serial;grid_purchase;grid_feedin;direct_consumption;date
2023-05-22T03:26:00.000Z;1559834999;0;2706;null;2023-05-22
2023-05-22T03:34:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T22:18:00.000Z;1711356005;167;0;null;2023-05-22
2023-05-22T03:27:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T22:24:00.000Z;970568993;355;0;null;2023-05-22
2023-05-22T23:08:00.000Z;517262015;40;0;null;2023-05-22
2023-05-22T20:17:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T20:41:00.000Z;1559834999;94;0;null;2023-05-22
2023-05-22T20:13:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T00:52:00.000Z;1083091999;3640;0;null;2023-05-22
2023-05-22T20:17:00.000Z;1083091999;6297;0;null;2023-05-22
2023-05-22T22:49:00.000Z;970568993;365;0;null;2023-05-22
2023-05-22T22:47:00.000Z;1083091999;5503;0;null;2023-05-22
2023-05-22T23:23:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T23:02:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T20:10:00.000Z;1559834999;185;0;null;2023-05-22
2023-05-22T19:23:00.000Z;1654624404;69;0;null;2023-05-22
2023-05-22T03:17:00.000Z;517262015;0;2863;null;2023-05-22
2023-05-22T21:30:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T19:11:00.000Z;1559834999;32;0;null;2023-05-22
2023-05-22T22:05:00.000Z;1654624404;129;0;null;2023-05-22
2023-05-22T00:58:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T20:39:00.000Z;1135739597;6840;0;null;2023-05-22
2023-05-22T03:33:00.000Z;1135739597;16083;0;null;2023-05-22
2023-05-22T03:54:00.000Z;517262015;0;2536;null;2023-05-22
2023-05-22T23:59:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T23:02:00.000Z;1559834999;17;0;null;2023-05-22
2023-05-22T00:46:00.000Z;1654624404;0;799;null;2023-05-22
2023-05-22T23:04:00.000Z;1559834999;27;0;null;2023-05-22
2023-05-22T21:03:00.000Z;1135739597;9732;0;null;2023-05-22
2023-05-22T22:49:00.000Z;1654624404;124;0;null;2023-05-22
2023-05-22T22:30:00.000Z;1057045008;21;0;null;2023-05-22
2023-05-22T19:42:00.000Z;1135739597;7275;0;null;2023-05-22
2023-05-22T03:34:00.000Z;1559834999;0;2764;null;2023-05-22
2023-05-22T22:41:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T19:13:00.000Z;1135739597;7180;0;null;2023-05-22
2023-05-22T21:09:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T20:46:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T00:19:00.000Z;1135739597;41209;0;null;2023-05-22
2023-05-22T21:25:00.000Z;517262015;1149;0;null;2023-05-22
2023-05-22T03:04:00.000Z;517262015;0;520;null;2023-05-22
2023-05-22T19:04:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T23:50:00.000Z;517262015;36;0;null;2023-05-22
2023-05-22T21:30:00.000Z;517262015;1000;0;null;2023-05-22
2023-05-22T20:55:00.000Z;517262015;2753;0;null;2023-05-22
2023-05-22T20:19:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T23:20:00.000Z;1559834999;38;0;null;2023-05-22
2023-05-22T20:53:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T22:03:00.000Z;1083091999;6532;0;null;2023-05-22
2023-05-22T21:38:00.000Z;1057045008;19;0;null;2023-05-22
2023-05-22T22:08:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T21:51:00.000Z;1711356005;600;0;null;2023-05-22
2023-05-22T00:14:00.000Z;1559834999;256;0;null;2023-05-22
2023-05-22T22:11:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T19:26:00.000Z;1711356005;142;0;null;2023-05-22
2023-05-22T23:14:00.000Z;970568993;31;0;null;2023-05-22
2023-05-22T20:47:00.000Z;970568993;450;0;null;2023-05-22
2023-05-22T19:11:00.000Z;1135739597;6348;0;null;2023-05-22
2023-05-22T00:02:00.000Z;517262015;116;0;null;2023-05-22
2023-05-22T23:09:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T00:23:00.000Z;1654624404;0;736;null;2023-05-22
2023-05-22T03:13:00.000Z;1135739597;12425;0;null;2023-05-22
2023-05-22T20:12:00.000Z;1559834999;182;0;null;2023-05-22
2023-05-22T23:13:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T19:45:00.000Z;2105167400;n/a;38;null;2023-05-22
2023-05-22T03:50:00.000Z;1057045008;20;0;null;2023-05-22
2023-05-22T19:01:00.000Z;1711356005;145;0;null;2023-05-22
2023-05-22T23:49:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T19:05:00.000Z;1711356005;144;0;null;2023-05-22
2023-05-22T00:10:00.000Z;970568993;32;0;null;2023-05-22
2023-05-22T22:19:00.000Z;1083091999;4449;0;null;2023-05-22
2023-05-22T20:17:00.000Z;1711356005;143;0;null;2023-05-22
2023-05-22T20:43:00.000Z;1711356005;224;0;null;2023-05-22
2023-05-22T22:41:00.000Z;1711356005;23;0;null;2023-05-22
2023-05-22T03:06:00.000Z;1654624404;0;745;null;2023-05-22
2023-05-22T22:53:00.000Z;1559834999;30;0;null;2023-05-22
2023-05-22T19:50:00.000Z;517262015;555;0;null;2023-05-22
2023-05-22T19:25:00.000Z;1654624404;70;0;null;2023-05-22
2023-05-22T23:03:00.000Z;1135739597;54965;0;null;2023-05-22
2023-05-22T00:54:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T19:18:00.000Z;1057045008;31;0;null;2023-05-22
2023-05-22T00:44:00.000Z;1711356005;0;23;null;2023-05-22
2023-05-22T03:22:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T03:30:00.000Z;1057045008;16;0;null;2023-05-22
2023-05-22T21:29:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T22:11:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T20:32:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T20:38:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T23:02:00.000Z;970568993;28;0;null;2023-05-22
2023-05-22T03:49:00.000Z;1559834999;0;2496;null;2023-05-22
2023-05-22T23:58:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T19:51:00.000Z;1083091999;7179;0;null;2023-05-22
2023-05-22T20:45:00.000Z;1559834999;204;0;null;2023-05-22
2023-05-22T00:20:00.000Z;1654624404;0;711;null;2023-05-22
2023-05-22T22:59:00.000Z;1654624404;63;0;null;2023-05-22
2023-05-22T19:25:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T20:51:00.000Z;1135739597;6973;0;null;2023-05-22
2023-05-22T23:58:00.000Z;1057045008;37;0;null;2023-05-22
2023-05-22T22:07:00.000Z;1057045008;30;0;null;2023-05-22
2023-05-22T20:15:00.000Z;1654624404;3810;0;null;2023-05-22
2023-05-22T21:55:00.000Z;1654624404;166;0;null;2023-05-22
2023-05-22T21:52:00.000Z;1057045008;32;0;null;2023-05-22
2023-05-22T21:11:00.000Z;1654624404;260;0;null;2023-05-22
2023-05-22T19:44:00.000Z;1711356005;222;0;null;2023-05-22
2023-05-22T19:08:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T19:45:00.000Z;1135739597;8027;0;null;2023-05-22
2023-05-22T00:52:00.000Z;1057045008;1864;0;null;2023-05-22
2023-05-22T19:24:00.000Z;1654624404;70;0;null;2023-05-22
2023-05-22T03:08:00.000Z;1083091999;2734;0;null;2023-05-22
2023-05-22T21:04:00.000Z;1057045008;0;68;null;2023-05-22
2023-05-22T03:50:00.000Z;970568993;0;765;null;2023-05-22
2023-05-22T21:47:00.000Z;1711356005;485;0;null;2023-05-22
2023-05-22T20:09:00.000Z;1083091999;6687;0;null;2023-05-22
2023-05-22T22:14:00.000Z;1135739597;12001;0;null;2023-05-22
2023-05-22T03:47:00.000Z;1083091999;1321;0;null;2023-05-22
2023-05-22T23:15:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T22:38:00.000Z;1711356005;14;0;null;2023-05-22
2023-05-22T21:06:00.000Z;517262015;2545;0;null;2023-05-22
2023-05-22T21:06:00.000Z;517262015;2545;0;null;2023-05-22
2023-05-22T21:06:00.000Z;517262015;2545;0;null;2023-05-22
2023-05-22T19:19:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T21:02:00.000Z;517262015;2819;0;null;2023-05-22
2023-05-22T21:53:00.000Z;1654624404;172;0;null;2023-05-22
2023-05-22T20:38:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T23:42:00.000Z;1135739597;44417;0;null;2023-05-22
2023-05-22T22:43:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T23:34:00.000Z;2105167400;n/a;25;null;2023-05-22
2023-05-22T00:28:00.000Z;517262015;29;0;null;2023-05-22
2023-05-22T03:08:00.000Z;1559834999;0;1853;null;2023-05-22
2023-05-22T20:31:00.000Z;970568993;452;0;null;2023-05-22
2023-05-22T19:52:00.000Z;1083091999;7178;0;null;2023-05-22
2023-05-22T22:18:00.000Z;1559834999;34;0;null;2023-05-22
2023-05-22T22:28:00.000Z;1559834999;161;0;null;2023-05-22
2023-05-22T20:34:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T22:05:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T23:19:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T21:34:00.000Z;1057045008;22;0;null;2023-05-22
2023-05-22T21:45:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T00:25:00.000Z;2105167400;n/a;32;null;2023-05-22
2023-05-22T03:12:00.000Z;1654624404;0;918;null;2023-05-22
2023-05-22T23:58:00.000Z;970568993;27;0;null;2023-05-22
2023-05-22T20:15:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T22:59:00.000Z;1135739597;58900;0;null;2023-05-22
2023-05-22T00:03:00.000Z;1083091999;4509;0;null;2023-05-22
2023-05-22T20:34:00.000Z;1057045008;25;0;null;2023-05-22
2023-05-22T22:51:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T20:11:00.000Z;1135739597;6191;0;null;2023-05-22
2023-05-22T20:54:00.000Z;1654624404;133;0;null;2023-05-22
2023-05-22T23:11:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T21:12:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T00:30:00.000Z;1057045008;19;0;null;2023-05-22
2023-05-22T00:57:00.000Z;1559834999;20;0;null;2023-05-22
2023-05-22T03:20:00.000Z;1135739597;15570;0;null;2023-05-22
2023-05-22T23:12:00.000Z;1057045008;88;0;null;2023-05-22
2023-05-22T22:35:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T00:34:00.000Z;1559834999;8;0;null;2023-05-22
2023-05-22T03:58:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T19:02:00.000Z;1654624404;133;0;null;2023-05-22
2023-05-22T00:25:00.000Z;517262015;24;0;null;2023-05-22
2023-05-22T00:08:00.000Z;1057045008;30;0;null;2023-05-22
2023-05-22T22:51:00.000Z;1083091999;5315;0;null;2023-05-22
2023-05-22T21:35:00.000Z;517262015;909;0;null;2023-05-22
2023-05-22T19:39:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T00:02:00.000Z;1057045008;35;0;null;2023-05-22
2023-05-22T21:02:00.000Z;1083091999;8204;0;null;2023-05-22
2023-05-22T23:02:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T21:16:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T23:17:00.000Z;1711356005;0;26;null;2023-05-22
2023-05-22T23:48:00.000Z;1135739597;46187;0;null;2023-05-22
2023-05-22T21:05:00.000Z;1559834999;154;0;null;2023-05-22
2023-05-22T03:20:00.000Z;970568993;0;801;null;2023-05-22
2023-05-22T03:54:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T20:24:00.000Z;1711356005;142;0;null;2023-05-22
2023-05-22T03:38:00.000Z;1711356005;0;5;null;2023-05-22
2023-05-22T21:10:00.000Z;1057045008;29;0;null;2023-05-22
2023-05-22T03:29:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T21:57:00.000Z;1135739597;12164;0;null;2023-05-22
2023-05-22T00:02:00.000Z;970568993;33;0;null;2023-05-22
2023-05-22T03:31:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T20:26:00.000Z;517262015;3412;0;null;2023-05-22
2023-05-22T20:30:00.000Z;1135739597;6518;0;null;2023-05-22
2023-05-22T20:07:00.000Z;1711356005;143;0;null;2023-05-22
2023-05-22T22:30:00.000Z;1654624404;62;0;null;2023-05-22
2023-05-22T22:30:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T23:34:00.000Z;970568993;33;0;null;2023-05-22
2023-05-22T22:46:00.000Z;1654624404;126;0;null;2023-05-22
2023-05-22T19:23:00.000Z;1559834999;25;0;null;2023-05-22
2023-05-22T20:59:00.000Z;1559834999;161;0;null;2023-05-22
2023-05-22T19:54:00.000Z;1135739597;6158;0;null;2023-05-22
2023-05-22T23:49:00.000Z;1559834999;20;0;null;2023-05-22
2023-05-22T19:26:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T22:02:00.000Z;1559834999;143;0;null;2023-05-22
2023-05-22T19:36:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T19:23:00.000Z;1083091999;7111;0;null;2023-05-22
2023-05-22T03:01:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T03:13:00.000Z;1559834999;0;3027;null;2023-05-22
2023-05-22T20:58:00.000Z;1711356005;162;0;null;2023-05-22
2023-05-22T03:03:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T03:01:00.000Z;1711356005;0;25;null;2023-05-22
2023-05-22T20:12:00.000Z;1654624404;3819;0;null;2023-05-22
2023-05-22T03:28:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T19:45:00.000Z;1057045008;21;0;null;2023-05-22
2023-05-22T22:56:00.000Z;1083091999;5413;0;null;2023-05-22
2023-05-22T00:25:00.000Z;1654624404;0;768;null;2023-05-22
2023-05-22T23:51:00.000Z;1654624404;0;293;null;2023-05-22
2023-05-22T19:43:00.000Z;1135739597;7995;0;null;2023-05-22
2023-05-22T00:37:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T20:19:00.000Z;1057045008;21;0;null;2023-05-22
2023-05-22T19:31:00.000Z;970568993;455;0;null;2023-05-22
2023-05-22T20:08:00.000Z;1654624404;138;0;null;2023-05-22
2023-05-22T22:32:00.000Z;1654624404;62;0;null;2023-05-22
2023-05-22T21:38:00.000Z;1083091999;6984;0;null;2023-05-22
2023-05-22T22:16:00.000Z;970568993;182;0;null;2023-05-22
2023-05-22T00:02:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T20:19:00.000Z;1654624404;98;0;null;2023-05-22
2023-05-22T23:17:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T03:39:00.000Z;1559834999;0;2751;null;2023-05-22
2023-05-22T19:46:00.000Z;1559834999;33;0;null;2023-05-22
2023-05-22T23:46:00.000Z;1135739597;47123;0;null;2023-05-22
2023-05-22T23:39:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T21:01:00.000Z;517262015;2818;0;null;2023-05-22
2023-05-22T20:46:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T00:54:00.000Z;1135739597;21593;0;null;2023-05-22
2023-05-22T03:40:00.000Z;2105167400;n/a;0;null;2023-05-22
2023-05-22T21:13:00.000Z;1559834999;127;0;null;2023-05-22
2023-05-22T22:07:00.000Z;1654624404;126;0;null;2023-05-22
2023-05-22T19:29:00.000Z;1057045008;27;0;null;2023-05-22
2023-05-22T19:10:00.000Z;1559834999;25;0;null;2023-05-22
2023-05-22T23:55:00.000Z;1771861586;0;0;null;2023-05-22
2023-05-22T20:30:00.000Z;970568993;448;0;null;2023-05-22
2023-05-22T22:42:00.000Z;1057045008;30;0;null;2023-05-22
2023-05-22T20:13:00.000Z;517262015;3587;0;null;2023-05-22
2023-05-22T00:55:00.000Z;1559834999;24;0;null;2023-05-22
2023-05-22T00:12:00.000Z;1559834999;245;0;null;2023-05-22
2023-05-22T20:58:00.000Z;517262015;2852;0;null;2023-05-22
2023-05-22T00:33:00.000Z;1028817402;0;0;null;2023-05-22
2023-05-22T23:48:00.000Z;1083091999;2690;0;null;2023-05-22
2023-05-22T19:18:00.000Z;1654624404;67;0;null;2023-05-22
2023-05-22T00:21:00.000Z;1135739597;37049;0;null;2023-05-22
2023-05-22T21:33:00.000Z;970568993;372;0;null;2023-05-22
2023-05-22T22:47:00.000Z;1057045008;28;0;null;2023-05-22
