timestamp,serial,grid_purchase,grid_feedin,direct_consumption,date,hour,is_highest_grid_feed
2023-05-22 23:29:00+00:00,1083091999,3344.0,0.0,0,2023-05-22,23,False
2023-05-22 03:13:00+00:00,2105167400,31.0,0.0,0,2023-05-22,3,False
2023-05-22 03:16:00+00:00,1711356005,0.0,39.0,0,2023-05-22,3,False
2023-05-22 20:22:00+00:00,1028817402,0.0,0.0,0,2023-05-22,20,False
2023-05-22 21:32:00+00:00,1654624404,125.0,0.0,0,2023-05-22,21,False
2023-05-22 03:26:00+00:00,1559834999,0.0,2706.0,0,2023-05-22,3,False
2023-05-22 03:34:00+00:00,2105167400,31.0,0.0,0,2023-05-22,3,False
2023-05-22 22:18:00+00:00,1711356005,167.0,0.0,0,2023-05-22,22,False
2023-05-22 03:27:00+00:00,2105167400,31.0,0.0,0,2023-05-22,3,False
2023-05-22 22:24:00+00:00,970568993,355.0,0.0,0,2023-05-22,22,False
2023-05-22 23:08:00+00:00,517262015,40.0,0.0,0,2023-05-22,23,False
2023-05-22 20:17:00+00:00,1771861586,0.0,0.0,0,2023-05-22,20,False
2023-05-22 20:41:00+00:00,1559834999,94.0,0.0,0,2023-05-22,20,False
2023-05-22 20:13:00+00:00,2105167400,31.0,0.0,0,2023-05-22,20,False
2023-05-22 00:52:00+00:00,1083091999,3640.0,0.0,0,2023-05-22,0,False
2023-05-22 20:17:00+00:00,1083091999,6297.0,0.0,0,2023-05-22,20,False
2023-05-22 22:49:00+00:00,970568993,365.0,0.0,0,2023-05-22,22,False
2023-05-22 22:47:00+00:00,1083091999,5503.0,0.0,0,2023-05-22,22,False
2023-05-22 23:23:00+00:00,2105167400,31.0,0.0,0,2023-05-22,23,False
2023-05-22 23:02:00+00:00,1028817402,0.0,0.0,0,2023-05-22,23,False
2023-05-22 20:10:00+00:00,1559834999,185.0,0.0,0,2023-05-22,20,False
2023-05-22 19:23:00+00:00,1654624404,69.0,0.0,0,2023-05-22,19,False
2023-05-22 03:17:00+00:00,517262015,0.0,2863.0,0,2023-05-22,3,False
2023-05-22 21:30:00+00:00,1771861586,0.0,0.0,0,2023-05-22,21,False
2023-05-22 19:11:00+00:00,1559834999,32.0,0.0,0,2023-05-22,19,False
2023-05-22 22:05:00+00:00,1654624404,129.0,0.0,0,2023-05-22,22,False
2023-05-22 00:58:00+00:00,1771861586,0.0,0.0,0,2023-05-22,0,False
2023-05-22 20:39:00+00:00,1135739597,6840.0,0.0,0,2023-05-22,20,False
2023-05-22 03:33:00+00:00,1135739597,16083.0,0.0,0,2023-05-22,3,False
2023-05-22 03:54:00+00:00,517262015,0.0,2536.0,0,2023-05-22,3,False
2023-05-22 23:59:00+00:00,1771861586,0.0,0.0,0,2023-05-22,23,False
2023-05-22 23:02:00+00:00,1559834999,17.0,0.0,0,2023-05-22,23,False
2023-05-22 00:46:00+00:00,1654624404,0.0,799.0,0,2023-05-22,0,False
2023-05-22 23:04:00+00:00,1559834999,27.0,0.0,0,2023-05-22,23,False
2023-05-22 21:03:00+00:00,1135739597,9732.0,0.0,0,2023-05-22,21,False
2023-05-22 22:49:00+00:00,1654624404,124.0,0.0,0,2023-05-22,22,False
2023-05-22 22:30:00+00:00,1057045008,21.0,0.0,0,2023-05-22,22,False
2023-05-22 19:42:00+00:00,1135739597,7275.0,0.0,0,2023-05-22,19,False
2023-05-22 03:34:00+00:00,1559834999,0.0,2764.0,0,2023-05-22,3,False
2023-05-22 22:41:00+00:00,2105167400,31.0,0.0,0,2023-05-22,22,False
2023-05-22 19:13:00+00:00,1135739597,7180.0,0.0,0,2023-05-22,19,False
2023-05-22 21:09:00+00:00,2105167400,31.0,0.0,0,2023-05-22,21,False
2023-05-22 20:46:00+00:00,1771861586,0.0,0.0,0,2023-05-22,20,False
2023-05-22 00:19:00+00:00,1135739597,41209.0,0.0,0,2023-05-22,0,False
2023-05-22 21:25:00+00:00,517262015,1149.0,0.0,0,2023-05-22,21,False
2023-05-22 03:04:00+00:00,517262015,0.0,520.0,0,2023-05-22,3,False
2023-05-22 19:04:00+00:00,1028817402,0.0,0.0,0,2023-05-22,19,False
2023-05-22 23:50:00+00:00,517262015,36.0,0.0,0,2023-05-22,23,False
2023-05-22 21:30:00+00:00,517262015,1000.0,0.0,0,2023-05-22,21,False
2023-05-22 20:55:00+00:00,517262015,2753.0,0.0,0,2023-05-22,20,False
2023-05-22 20:19:00+00:00,1771861586,0.0,0.0,0,2023-05-22,20,False
2023-05-22 23:20:00+00:00,1559834999,38.0,0.0,0,2023-05-22,23,False
2023-05-22 20:53:00+00:00,1028817402,0.0,0.0,0,2023-05-22,20,False
2023-05-22 22:03:00+00:00,1083091999,6532.0,0.0,0,2023-05-22,22,False
2023-05-22 21:38:00+00:00,1057045008,19.0,0.0,0,2023-05-22,21,False
2023-05-22 22:08:00+00:00,1771861586,0.0,0.0,0,2023-05-22,22,False
2023-05-22 21:51:00+00:00,1711356005,600.0,0.0,0,2023-05-22,21,False
2023-05-22 00:14:00+00:00,1559834999,256.0,0.0,0,2023-05-22,0,False
2023-05-22 22:11:00+00:00,2105167400,31.0,0.0,0,2023-05-22,22,False
2023-05-22 19:26:00+00:00,1711356005,142.0,0.0,0,2023-05-22,19,False
2023-05-22 23:14:00+00:00,970568993,31.0,0.0,0,2023-05-22,23,False
2023-05-22 20:47:00+00:00,970568993,450.0,0.0,0,2023-05-22,20,False
2023-05-22 19:11:00+00:00,1135739597,6348.0,0.0,0,2023-05-22,19,False
2023-05-22 00:02:00+00:00,517262015,116.0,0.0,0,2023-05-22,0,False
2023-05-22 23:09:00+00:00,1028817402,0.0,0.0,0,2023-05-22,23,False
2023-05-22 00:23:00+00:00,1654624404,0.0,736.0,0,2023-05-22,0,False
2023-05-22 03:13:00+00:00,1135739597,12425.0,0.0,0,2023-05-22,3,False
2023-05-22 20:12:00+00:00,1559834999,182.0,0.0,0,2023-05-22,20,False
2023-05-22 23:13:00+00:00,2105167400,31.0,0.0,0,2023-05-22,23,False
2023-05-22 19:45:00+00:00,2105167400,31.0,38.0,0,2023-05-22,19,False
2023-05-22 03:50:00+00:00,1057045008,20.0,0.0,0,2023-05-22,3,False
2023-05-22 19:01:00+00:00,1711356005,145.0,0.0,0,2023-05-22,19,False
2023-05-22 23:49:00+00:00,1028817402,0.0,0.0,0,2023-05-22,23,False
2023-05-22 19:05:00+00:00,1711356005,144.0,0.0,0,2023-05-22,19,False
2023-05-22 00:10:00+00:00,970568993,32.0,0.0,0,2023-05-22,0,False
2023-05-22 22:19:00+00:00,1083091999,4449.0,0.0,0,2023-05-22,22,False
2023-05-22 20:17:00+00:00,1711356005,143.0,0.0,0,2023-05-22,20,False
2023-05-22 20:43:00+00:00,1711356005,224.0,0.0,0,2023-05-22,20,False
2023-05-22 22:41:00+00:00,1711356005,23.0,0.0,0,2023-05-22,22,False
2023-05-22 03:06:00+00:00,1654624404,0.0,745.0,0,2023-05-22,3,False
2023-05-22 22:53:00+00:00,1559834999,30.0,0.0,0,2023-05-22,22,False
2023-05-22 19:50:00+00:00,517262015,555.0,0.0,0,2023-05-22,19,False
2023-05-22 19:25:00+00:00,1654624404,70.0,0.0,0,2023-05-22,19,False
2023-05-22 23:03:00+00:00,1135739597,54965.0,0.0,0,2023-05-22,23,False
2023-05-22 00:54:00+00:00,2105167400,31.0,0.0,0,2023-05-22,0,False
2023-05-22 19:18:00+00:00,1057045008,31.0,0.0,0,2023-05-22,19,False
2023-05-22 00:44:00+00:00,1711356005,0.0,23.0,0,2023-05-22,0,False
2023-05-22 03:22:00+00:00,1771861586,0.0,0.0,0,2023-05-22,3,False
2023-05-22 03:30:00+00:00,1057045008,16.0,0.0,0,2023-05-22,3,False
2023-05-22 21:29:00+00:00,2105167400,31.0,0.0,0,2023-05-22,21,False
2023-05-22 22:11:00+00:00,1028817402,0.0,0.0,0,2023-05-22,22,False
2023-05-22 20:32:00+00:00,1771861586,0.0,0.0,0,2023-05-22,20,False
2023-05-22 20:38:00+00:00,2105167400,31.0,0.0,0,2023-05-22,20,False
2023-05-22 23:02:00+00:00,970568993,28.0,0.0,0,2023-05-22,23,False
2023-05-22 03:49:00+00:00,1559834999,0.0,2496.0,0,2023-05-22,3,False
2023-05-22 23:58:00+00:00,1028817402,0.0,0.0,0,2023-05-22,23,False
2023-05-22 19:51:00+00:00,1083091999,7179.0,0.0,0,2023-05-22,19,False
2023-05-22 20:45:00+00:00,1559834999,204.0,0.0,0,2023-05-22,20,False
2023-05-22 00:20:00+00:00,1654624404,0.0,711.0,0,2023-05-22,0,False
2023-05-22 22:59:00+00:00,1654624404,63.0,0.0,0,2023-05-22,22,False
2023-05-22 19:25:00+00:00,1771861586,0.0,0.0,0,2023-05-22,19,False
2023-05-22 20:51:00+00:00,1135739597,6973.0,0.0,0,2023-05-22,20,False
2023-05-22 23:58:00+00:00,1057045008,37.0,0.0,0,2023-05-22,23,False
2023-05-22 22:07:00+00:00,1057045008,30.0,0.0,0,2023-05-22,22,False
2023-05-22 20:15:00+00:00,1654624404,3810.0,0.0,0,2023-05-22,20,False
2023-05-22 21:55:00+00:00,1654624404,166.0,0.0,0,2023-05-22,21,False
2023-05-22 21:52:00+00:00,1057045008,32.0,0.0,0,2023-05-22,21,False
2023-05-22 21:11:00+00:00,1654624404,260.0,0.0,0,2023-05-22,21,False
2023-05-22 19:44:00+00:00,1711356005,222.0,0.0,0,2023-05-22,19,False
2023-05-22 19:08:00+00:00,1028817402,0.0,0.0,0,2023-05-22,19,False
2023-05-22 19:45:00+00:00,1135739597,8027.0,0.0,0,2023-05-22,19,False
2023-05-22 00:52:00+00:00,1057045008,1864.0,0.0,0,2023-05-22,0,False
2023-05-22 19:24:00+00:00,1654624404,70.0,0.0,0,2023-05-22,19,False
2023-05-22 03:08:00+00:00,1083091999,2734.0,0.0,0,2023-05-22,3,False
2023-05-22 21:04:00+00:00,1057045008,0.0,68.0,0,2023-05-22,21,False
2023-05-22 03:50:00+00:00,970568993,0.0,765.0,0,2023-05-22,3,False
2023-05-22 21:47:00+00:00,1711356005,485.0,0.0,0,2023-05-22,21,False
2023-05-22 20:09:00+00:00,1083091999,6687.0,0.0,0,2023-05-22,20,False
2023-05-22 22:14:00+00:00,1135739597,12001.0,0.0,0,2023-05-22,22,False
2023-05-22 03:47:00+00:00,1083091999,1321.0,0.0,0,2023-05-22,3,False
2023-05-22 23:15:00+00:00,1028817402,0.0,0.0,0,2023-05-22,23,False
2023-05-22 22:38:00+00:00,1711356005,14.0,0.0,0,2023-05-22,22,False
2023-05-22 21:06:00+00:00,517262015,2545.0,0.0,0,2023-05-22,21,False
2023-05-22 19:19:00+00:00,1771861586,0.0,0.0,0,2023-05-22,19,False
2023-05-22 21:02:00+00:00,517262015,2819.0,0.0,0,2023-05-22,21,False
2023-05-22 21:53:00+00:00,1654624404,172.0,0.0,0,2023-05-22,21,False
2023-05-22 20:38:00+00:00,1028817402,0.0,0.0,0,2023-05-22,20,False
2023-05-22 23:42:00+00:00,1135739597,44417.0,0.0,0,2023-05-22,23,False
2023-05-22 22:43:00+00:00,1771861586,0.0,0.0,0,2023-05-22,22,False
2023-05-22 23:34:00+00:00,2105167400,31.0,25.0,0,2023-05-22,23,False
2023-05-22 00:28:00+00:00,517262015,29.0,0.0,0,2023-05-22,0,False
2023-05-22 03:08:00+00:00,1559834999,0.0,1853.0,0,2023-05-22,3,False
2023-05-22 20:31:00+00:00,970568993,452.0,0.0,0,2023-05-22,20,False
2023-05-22 19:52:00+00:00,1083091999,7178.0,0.0,0,2023-05-22,19,False
2023-05-22 22:18:00+00:00,1559834999,34.0,0.0,0,2023-05-22,22,False
2023-05-22 22:28:00+00:00,1559834999,161.0,0.0,0,2023-05-22,22,False
2023-05-22 20:34:00+00:00,2105167400,31.0,0.0,0,2023-05-22,20,False
2023-05-22 22:05:00+00:00,1028817402,0.0,0.0,0,2023-05-22,22,False
2023-05-22 23:19:00+00:00,1771861586,0.0,0.0,0,2023-05-22,23,False
2023-05-22 21:34:00+00:00,1057045008,22.0,0.0,0,2023-05-22,21,False
2023-05-22 21:45:00+00:00,1771861586,0.0,0.0,0,2023-05-22,21,False
2023-05-22 00:25:00+00:00,2105167400,31.0,32.0,0,2023-05-22,0,False
2023-05-22 03:12:00+00:00,1654624404,0.0,918.0,0,2023-05-22,3,False
2023-05-22 23:58:00+00:00,970568993,27.0,0.0,0,2023-05-22,23,False
2023-05-22 20:15:00+00:00,1771861586,0.0,0.0,0,2023-05-22,20,False
2023-05-22 22:59:00+00:00,1135739597,58900.0,0.0,0,2023-05-22,22,False
2023-05-22 00:03:00+00:00,1083091999,4509.0,0.0,0,2023-05-22,0,False
2023-05-22 20:34:00+00:00,1057045008,25.0,0.0,0,2023-05-22,20,False
2023-05-22 22:51:00+00:00,1028817402,0.0,0.0,0,2023-05-22,22,False
2023-05-22 20:11:00+00:00,1135739597,6191.0,0.0,0,2023-05-22,20,False
2023-05-22 20:54:00+00:00,1654624404,133.0,0.0,0,2023-05-22,20,False
2023-05-22 23:11:00+00:00,2105167400,31.0,0.0,0,2023-05-22,23,False
2023-05-22 21:12:00+00:00,2105167400,31.0,0.0,0,2023-05-22,21,False
2023-05-22 00:30:00+00:00,1057045008,19.0,0.0,0,2023-05-22,0,False
2023-05-22 00:57:00+00:00,1559834999,20.0,0.0,0,2023-05-22,0,False
2023-05-22 03:20:00+00:00,1135739597,15570.0,0.0,0,2023-05-22,3,False
2023-05-22 23:12:00+00:00,1057045008,88.0,0.0,0,2023-05-22,23,False
2023-05-22 22:35:00+00:00,2105167400,31.0,0.0,0,2023-05-22,22,False
2023-05-22 00:34:00+00:00,1559834999,8.0,0.0,0,2023-05-22,0,False
2023-05-22 03:58:00+00:00,1028817402,0.0,0.0,0,2023-05-22,3,False
2023-05-22 19:02:00+00:00,1654624404,133.0,0.0,0,2023-05-22,19,False
2023-05-22 00:25:00+00:00,517262015,24.0,0.0,0,2023-05-22,0,False
2023-05-22 00:08:00+00:00,1057045008,30.0,0.0,0,2023-05-22,0,False
2023-05-22 22:51:00+00:00,1083091999,5315.0,0.0,0,2023-05-22,22,False
2023-05-22 21:35:00+00:00,517262015,909.0,0.0,0,2023-05-22,21,False
2023-05-22 19:39:00+00:00,2105167400,31.0,0.0,0,2023-05-22,19,False
2023-05-22 00:02:00+00:00,1057045008,35.0,0.0,0,2023-05-22,0,False
2023-05-22 21:02:00+00:00,1083091999,8204.0,0.0,0,2023-05-22,21,False
2023-05-22 23:02:00+00:00,1771861586,0.0,0.0,0,2023-05-22,23,False
2023-05-22 21:16:00+00:00,2105167400,31.0,0.0,0,2023-05-22,21,False
2023-05-22 23:17:00+00:00,1711356005,0.0,26.0,0,2023-05-22,23,False
2023-05-22 23:48:00+00:00,1135739597,46187.0,0.0,0,2023-05-22,23,False
